idx_original;Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
377;22;0.4;1.643;1.19;8.0;0.0;50.0;800.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
378;22;0.4;1.643;1.19;8.0;0.0;50.0;400.0;0.0;20.0;0.0;0.0;0.0;0.0;0;39.0;0.9;60;0
379;22;0.4;1.643;1.19;8.0;0.0;50.0;800.0;0.0;20.0;0.0;0.0;0.0;0.0;0;39.0;0.9;60;0
380;23;0.152;0.0;0.869;10.0;0.028;20.0;200.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;0
381;23;0.152;0.0;0.869;10.0;0.028;20.0;400.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;1
382;23;0.152;0.0;0.869;10.0;0.028;20.0;600.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;1
383;23;0.152;0.0;0.869;10.0;0.028;20.0;800.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;1
384;23;0.152;0.0;0.869;10.0;0.028;20.0;500.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;1
385;23;0.152;0.0;0.869;10.0;0.028;20.0;1000.0;0.2;0.5;0.0;0.0;0.0;0.0;0;243.0;0.5;15;1
386;23;0.152;0.0;0.869;10.0;0.028;20.0;500.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;1
387;23;0.152;0.0;0.869;10.0;0.028;20.0;1000.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;1
388;23;0.152;0.0;0.869;10.0;0.028;20.0;200.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;0
389;23;0.152;0.0;0.869;10.0;0.028;20.0;400.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;1
390;23;0.152;0.0;0.869;10.0;0.028;20.0;600.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;1
391;23;0.152;0.0;0.869;10.0;0.028;20.0;800.0;0.2;0.5;0.0;0.0;1.0;20.0;13;243.0;0.5;15;1
392;23;0.152;0.0;0.869;10.0;0.028;20.0;200.0;0.2;0.5;0.0;0.0;2.0;20.0;13;243.0;0.5;15;0
393;23;0.152;0.0;0.869;10.0;0.028;20.0;500.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
394;23;0.152;0.0;0.869;10.0;0.028;20.0;1000.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
395;23;0.152;0.0;0.869;10.0;0.028;20.0;200.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
396;23;0.152;0.0;0.869;10.0;0.028;20.0;400.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
397;23;0.152;0.0;0.869;10.0;0.028;20.0;600.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
398;23;0.152;0.0;0.869;10.0;0.028;20.0;800.0;0.2;0.5;0.0;0.0;4.0;20.0;13;243.0;0.5;15;0
399;23;0.152;0.0;0.869;10.0;0.028;20.0;500.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
400;23;0.152;0.0;0.869;10.0;0.028;20.0;1000.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
401;23;0.152;0.0;0.869;10.0;0.028;20.0;200.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
402;23;0.152;0.0;0.869;10.0;0.028;20.0;400.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
403;23;0.152;0.0;0.869;10.0;0.028;20.0;600.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
404;23;0.152;0.0;0.869;10.0;0.028;20.0;800.0;0.2;0.5;0.0;0.0;9.0;20.0;13;243.0;0.5;15;0
405;23;0.115;0.0;0.666;10.0;0.024;20.0;200.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;0
406;23;0.115;0.0;0.666;10.0;0.024;20.0;400.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;1
407;23;0.115;0.0;0.666;10.0;0.024;20.0;500.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;1
408;23;0.115;0.0;0.666;10.0;0.024;20.0;600.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;1
409;23;0.115;0.0;0.666;10.0;0.024;20.0;800.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;1
410;23;0.115;0.0;0.666;10.0;0.024;20.0;1000.0;0.152;0.5;0.182;0.061;0.0;0.0;0;243.0;0.5;15;1
411;23;0.115;0.0;0.666;10.0;0.024;20.0;200.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;0
412;23;0.115;0.0;0.666;10.0;0.024;20.0;400.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;1
413;23;0.115;0.0;0.666;10.0;0.024;20.0;500.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;1
414;23;0.115;0.0;0.666;10.0;0.024;20.0;600.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;1
415;23;0.115;0.0;0.666;10.0;0.024;20.0;800.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;1
416;23;0.115;0.0;0.666;10.0;0.024;20.0;1000.0;0.152;0.5;0.182;0.061;1.0;20.0;13;243.0;0.5;15;1
417;23;0.115;0.0;0.666;10.0;0.024;20.0;200.0;0.152;0.5;0.182;0.061;2.0;20.0;13;243.0;0.5;15;0
418;23;0.115;0.0;0.666;10.0;0.024;20.0;200.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
419;23;0.115;0.0;0.666;10.0;0.024;20.0;400.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
420;23;0.115;0.0;0.666;10.0;0.024;20.0;500.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
421;23;0.115;0.0;0.666;10.0;0.024;20.0;600.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
422;23;0.115;0.0;0.666;10.0;0.024;20.0;800.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
423;23;0.115;0.0;0.666;10.0;0.024;20.0;1000.0;0.152;0.5;0.182;0.061;4.0;20.0;13;243.0;0.5;15;0
424;23;0.115;0.0;0.666;10.0;0.024;20.0;200.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
425;23;0.115;0.0;0.666;10.0;0.024;20.0;400.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
426;23;0.115;0.0;0.666;10.0;0.024;20.0;500.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
427;23;0.115;0.0;0.666;10.0;0.024;20.0;600.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
428;23;0.115;0.0;0.666;10.0;0.024;20.0;800.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
429;23;0.115;0.0;0.666;10.0;0.024;20.0;1000.0;0.152;0.5;0.182;0.061;9.0;20.0;13;243.0;0.5;15;0
430;24;0.381;1.861;1.863;66.0;0.047;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
431;24;0.381;1.861;1.863;66.0;0.04;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
432;24;0.381;1.861;1.863;66.0;0.021;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
433;24;0.381;1.693;1.718;66.0;0.052;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
434;24;0.381;1.693;1.718;66.0;0.043;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
435;24;0.381;1.861;1.863;0.5;0.047;75.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
436;24;0.381;1.861;1.863;0.5;0.047;75.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
437;24;0.381;1.861;1.863;0.5;0.047;75.0;750.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
438;24;0.381;1.861;1.863;0.5;0.047;75.0;900.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
439;24;0.381;1.861;1.863;0.5;0.047;50.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
440;24;0.381;1.861;1.863;0.5;0.047;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
441;24;0.381;1.861;1.863;0.5;0.047;50.0;750.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
442;24;0.381;1.861;1.863;0.5;0.047;50.0;900.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
443;24;0.381;1.859;1.863;66.0;0.041;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;0.0;0.0;0;0
444;24;0.381;1.859;1.863;66.0;0.037;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;0.0;0.0;0;0
445;24;0.381;1.859;1.863;66.0;0.05;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;0.0;0.0;0;0
446;24;0.381;1.859;1.863;66.0;0.041;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;0.0;0.0;0;0
447;24;0.381;1.859;1.863;66.0;0.044;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;6;0.0;0.0;0;0
448;24;0.381;1.859;1.863;66.0;0.04;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;6;0.0;0.0;0;0
449;24;0.381;1.838;1.84;66.0;0.047;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;30.0;0.38;30;0
450;24;0.381;1.838;1.84;66.0;0.039;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;30.0;0.38;30;0
451;24;0.381;1.838;1.84;66.0;0.048;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;30.0;0.38;30;0
452;24;0.381;1.838;1.84;66.0;0.041;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;30.0;0.38;30;0
453;24;0.381;1.821;1.825;66.0;0.047;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
454;24;0.381;1.821;1.825;66.0;0.038;75.0;678.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
455;24;0.381;1.676;1.699;66.0;0.048;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;30.0;0.38;30;0
456;24;0.381;1.676;1.699;66.0;0.043;75.0;678.0;0.0;10.0;0.0;0.0;1.5;32.0;12;30.0;0.38;30;0
457;24;0.381;1.821;1.825;0.5;0.047;75.0;300.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
458;24;0.381;1.821;1.825;0.5;0.047;75.0;600.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
459;24;0.381;1.821;1.825;0.5;0.047;75.0;750.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
460;24;0.381;1.821;1.825;0.5;0.047;75.0;900.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
461;24;0.381;1.821;1.825;0.5;0.047;50.0;300.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
462;24;0.381;1.821;1.825;0.5;0.047;50.0;600.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
463;24;0.381;1.821;1.825;0.5;0.047;50.0;750.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
464;24;0.381;1.821;1.825;0.5;0.047;50.0;900.0;0.0;10.0;0.0;0.0;0.75;32.0;12;60.0;0.38;30;0
465;24;0.381;1.823;1.825;66.0;0.045;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;60.0;0.38;30;1
466;24;0.381;1.823;1.825;66.0;0.041;75.0;678.0;0.0;10.0;0.0;0.0;0.0;0.0;0;60.0;0.38;30;1
467;24;0.229;1.565;2.112;66.0;0.03;175.0;678.0;0.118;8.0;0.0;0.0;1.0;15.4;6;0.0;0.0;0;1
468;24;0.312;1.668;1.494;240.0;0.025;175.0;1200.0;0.083;8.0;0.0;0.0;1.0;15.4;6;0.0;0.0;0;0
469;25;0.3;2.815;1.373;66.0;0.026;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
470;25;0.3;2.521;1.376;66.0;0.024;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
471;25;0.3;2.423;1.376;66.0;0.023;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
472;25;0.3;2.815;1.373;66.0;0.027;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
473;25;0.3;2.423;1.376;66.0;0.028;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
474;25;0.45;3.01;1.709;66.0;0.022;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
475;25;0.6;3.594;2.04;66.0;0.023;150.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
476;26;0.282;0.0;0.454;57.0;0.011;75.0;600.0;0.0;0.12;0.0;0.546;0.0;0.0;0;0.0;0.0;0;1
477;27;0.273;2.0;1.049;101.0;0.049;100.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
478;27;0.273;2.0;1.049;101.0;0.049;100.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
479;27;0.3;2.0;1.033;101.0;0.049;100.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
480;27;0.218;1.374;1.199;101.0;0.047;100.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
481;27;0.218;1.374;1.199;101.0;0.043;100.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
482;27;0.3;1.502;1.307;101.0;0.049;100.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
483;27;0.3;1.686;1.384;101.0;0.048;100.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
484;27;0.3;1.686;1.384;101.0;0.045;100.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
485;27;0.273;2.0;1.049;101.0;0.046;100.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
486;27;0.273;2.0;1.049;101.0;0.046;100.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
487;27;0.3;2.0;1.033;101.0;0.047;100.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
488;27;0.218;1.374;1.199;101.0;0.05;100.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
489;27;0.3;1.502;1.307;101.0;0.051;100.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
490;27;0.273;2.0;1.049;101.0;0.047;200.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
491;27;0.273;2.0;1.049;101.0;0.048;200.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
492;27;0.273;2.0;1.049;101.0;0.047;200.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
493;27;0.3;2.0;1.033;101.0;0.048;200.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
494;27;0.3;2.0;1.033;101.0;0.049;200.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
495;27;0.218;1.374;1.199;101.0;0.047;200.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
496;27;0.218;1.374;1.199;101.0;0.05;200.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
497;27;0.3;1.502;1.307;101.0;0.05;200.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
498;27;0.3;1.686;1.384;101.0;0.046;200.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
499;27;0.3;1.686;1.384;101.0;0.045;200.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
500;27;0.273;2.0;1.049;101.0;0.047;50.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
501;27;0.273;2.0;1.049;101.0;0.049;50.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
502;27;0.3;2.0;1.033;101.0;0.052;50.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
503;27;0.218;1.374;1.199;101.0;0.052;50.0;1034.0;0.0;7.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
504;27;0.3;1.502;1.307;101.0;0.05;50.0;1034.0;0.0;14.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
505;27;0.3;1.686;1.384;101.0;0.059;50.0;1034.0;0.0;20.0;0.25;0.0;0.0;0.0;0;0.0;0.0;0;1
506;28;0.33;1.711;1.906;1.2;0.0;50.0;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
507;28;0.33;1.711;1.906;1.2;0.0;50.0;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
508;28;0.33;1.711;1.906;1.2;0.0;50.0;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
509;28;0.33;1.711;1.906;1.2;0.0;37.5;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
510;28;0.33;1.711;1.906;1.2;0.0;37.5;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
511;28;0.33;1.711;1.906;1.2;0.0;37.5;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
512;28;0.33;1.711;1.906;1.2;0.0;20.0;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
513;28;0.33;1.711;1.906;1.2;0.0;20.0;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
514;28;0.33;1.711;1.906;1.2;0.0;20.0;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
515;28;0.33;1.711;1.906;1.2;0.0;50.0;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
516;28;0.33;1.711;1.906;1.2;0.0;50.0;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
517;28;0.33;1.711;1.906;1.2;0.0;50.0;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
518;28;0.33;1.711;1.906;1.2;0.0;37.5;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
519;28;0.33;1.711;1.906;1.2;0.0;37.5;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
520;28;0.33;1.711;1.906;1.2;0.0;37.5;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;30.0;1.0;50;0
521;28;0.33;1.711;1.906;1.2;0.0;50.0;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
522;28;0.33;1.711;1.906;1.2;0.0;50.0;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
523;28;0.33;1.711;1.906;1.2;0.0;50.0;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
524;28;0.33;1.711;1.906;1.2;0.0;37.5;300.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
525;28;0.33;1.711;1.906;1.2;0.0;37.5;375.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
526;28;0.33;1.711;1.906;1.2;0.0;37.5;475.0;0.0;12.0;0.0;0.0;0.0;0.0;0;60.0;1.0;50;0
527;29;0.16;0.286;0.751;66.0;0.038;20.0;678.0;0.143;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
528;29;0.16;0.286;0.751;66.0;0.046;20.0;678.0;0.143;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
529;29;0.16;0.286;0.751;66.0;0.0;20.0;678.0;0.143;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
530;29;0.16;0.286;0.751;66.0;0.003;20.0;678.0;0.143;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
531;29;0.16;0.286;0.751;66.0;0.031;20.0;678.0;0.143;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
532;29;0.16;0.286;0.751;66.0;0.04;20.0;678.0;0.143;0.5;0.0;0.0;3.0;0.15;6;0.0;0.0;0;0
533;29;0.16;0.286;0.751;66.0;0.047;20.0;678.0;0.143;0.5;0.0;0.0;3.0;0.15;6;0.0;0.0;0;0
534;29;0.16;0.286;0.751;66.0;0.0;20.0;678.0;0.143;0.5;0.0;0.0;3.0;0.15;6;0.0;0.0;0;0
535;29;0.16;0.286;0.751;66.0;0.004;20.0;678.0;0.143;0.5;0.0;0.0;3.0;0.15;6;0.0;0.0;0;0
536;29;0.16;0.286;0.751;66.0;0.037;20.0;678.0;0.143;0.5;0.0;0.0;3.0;0.15;6;0.0;0.0;0;1
537;30;0.39;1.884;1.933;1.0;0.0;37.5;150.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
538;30;0.39;1.884;1.933;1.0;0.0;37.5;240.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
539;30;0.39;1.884;1.933;1.0;0.0;37.5;335.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
540;30;0.39;1.884;1.933;1.0;0.0;37.5;428.5;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
541;30;0.39;1.884;1.933;1.0;0.0;37.5;531.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
542;30;0.39;1.884;1.933;1.0;0.0;75.0;150.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
543;30;0.39;1.884;1.933;1.0;0.0;75.0;240.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
544;30;0.39;1.884;1.933;1.0;0.0;75.0;335.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;0
545;30;0.39;1.884;1.933;1.0;0.0;75.0;428.5;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;1
546;30;0.39;1.884;1.933;1.0;0.0;75.0;531.0;0.0;12.0;0.213;0.29;0.0;0.0;0;0.0;0.0;0;1
547;31;0.18;1.033;0.689;10.0;0.0;50.0;200.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
548;31;0.18;1.033;0.689;10.0;0.0;50.0;200.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
549;31;0.18;0.0;1.2;10.0;0.0;50.0;200.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
550;31;0.18;0.0;1.2;10.0;0.0;50.0;200.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
551;31;0.18;1.033;0.689;10.0;0.0;50.0;400.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
552;31;0.18;1.033;0.689;10.0;0.0;50.0;400.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
553;31;0.18;0.0;1.2;10.0;0.0;50.0;400.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
554;31;0.18;0.0;1.2;10.0;0.0;50.0;400.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
555;31;0.18;1.033;0.689;10.0;0.0;50.0;600.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
556;31;0.18;1.033;0.689;10.0;0.0;50.0;600.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
557;31;0.18;0.0;1.2;10.0;0.0;50.0;600.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
558;31;0.18;0.0;1.2;10.0;0.0;50.0;600.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
559;31;0.18;1.033;0.689;10.0;0.0;50.0;800.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
560;31;0.18;1.033;0.689;10.0;0.0;50.0;800.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
561;31;0.18;0.0;1.2;10.0;0.0;50.0;800.0;0.1;16.0;0.1;0.2;0.0;0.0;0;78.0;0.2;16;0
562;31;0.18;0.0;1.2;10.0;0.0;50.0;800.0;0.1;16.0;0.1;0.2;1.35;20.0;19;78.0;0.2;16;0
563;32;0.291;1.294;2.318;147.0;0.0;110.0;919.0;0.032;10.0;0.0;0.213;0.0;0.0;0;0.0;0.0;0;0
564;32;0.291;1.294;2.318;24.0;0.0;110.0;713.0;0.032;10.0;0.0;0.213;0.0;0.0;0;0.0;0.0;0;0
565;32;0.291;1.294;2.318;147.0;0.03;110.0;919.0;0.032;10.0;0.0;0.213;0.0;0.0;0;0.0;0.0;0;1
566;32;0.291;1.294;2.318;24.0;0.03;110.0;713.0;0.032;10.0;0.0;0.213;0.0;0.0;0;0.0;0.0;0;1
567;32;0.291;1.294;2.318;147.0;0.03;110.0;919.0;0.032;10.0;0.0;0.213;5.0;31.0;12;0.0;0.0;0;0
568;32;0.291;1.294;2.318;24.0;0.03;110.0;713.0;0.032;10.0;0.0;0.213;5.0;31.0;12;0.0;0.0;0;0
569;33;0.5;2.5;2.0;1.0;0.031;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
570;33;0.42;2.0;2.2;1.0;0.039;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
571;33;0.55;2.8;2.0;1.0;0.033;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
572;33;0.32;1.271;1.02;1.0;0.028;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
