idx_original;Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
769;41;0.195;0.0;1.0;10.0;0.042;25.0;600.0;0.0;0.6;0.23;0.0;2.5;32.0;6;0.0;0.0;0;0
770;41;0.195;0.0;1.0;10.0;0.038;25.0;600.0;0.0;0.6;0.0;0.23;2.5;32.0;6;0.0;0.0;0;0
771;41;0.195;0.0;1.0;10.0;0.042;25.0;600.0;0.23;0.6;0.0;0.0;4.5;32.0;6;0.0;0.0;0;0
772;41;0.195;0.0;1.0;10.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;4.5;32.0;6;0.0;0.0;0;0
773;41;0.195;0.0;1.0;10.0;0.039;25.0;600.0;0.0;0.6;0.0;0.23;4.5;32.0;6;0.0;0.0;0;0
774;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
775;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;0
776;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
777;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
778;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;0
779;41;0.195;0.0;1.0;2.0;0.0;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
780;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
781;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;0
782;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
783;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
784;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;0
785;41;0.195;0.0;1.0;10.0;0.0;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
786;41;0.195;0.0;1.0;2.0;0.044;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
787;41;0.195;0.0;1.0;2.0;0.039;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;0
788;41;0.195;0.0;1.0;2.0;0.039;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
789;41;0.195;0.0;1.0;2.0;0.038;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
790;41;0.195;0.0;1.0;2.0;0.041;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;0
791;41;0.195;0.0;1.0;2.0;0.04;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
792;41;0.195;0.0;1.0;10.0;0.044;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
793;41;0.195;0.0;1.0;10.0;0.039;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;1
794;41;0.195;0.0;1.0;10.0;0.039;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
795;41;0.195;0.0;1.0;10.0;0.038;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
796;41;0.195;0.0;1.0;10.0;0.041;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;1
797;41;0.195;0.0;1.0;10.0;0.04;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
798;41;0.195;0.0;1.0;2.0;0.067;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
799;41;0.195;0.0;1.0;2.0;0.066;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;0
800;41;0.195;0.0;1.0;2.0;0.067;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
801;41;0.195;0.0;1.0;2.0;0.067;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
802;41;0.195;0.0;1.0;2.0;0.063;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;0
803;41;0.195;0.0;1.0;2.0;0.069;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
804;41;0.195;0.0;1.0;10.0;0.067;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;60.0;0.2;13;1
805;41;0.195;0.0;1.0;10.0;0.066;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;60.0;0.2;13;1
806;41;0.195;0.0;1.0;10.0;0.067;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;60.0;0.2;13;0
807;41;0.195;0.0;1.0;10.0;0.067;25.0;500.0;0.23;0.6;0.0;0.0;0.0;0.0;0;120.0;0.2;13;1
808;41;0.195;0.0;1.0;10.0;0.063;25.0;500.0;0.0;0.6;0.23;0.0;0.0;0.0;0;120.0;0.2;13;1
809;41;0.195;0.0;1.0;10.0;0.069;25.0;500.0;0.0;0.6;0.0;0.23;0.0;0.0;0;120.0;0.2;13;0
810;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;0
811;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
812;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
813;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;0
814;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
815;41;0.195;0.0;1.0;2.0;0.0;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
816;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;1
817;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
818;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
819;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;0
820;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
821;41;0.195;0.0;1.0;10.0;0.0;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
822;41;0.195;0.0;1.0;2.0;0.045;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;1
823;41;0.195;0.0;1.0;2.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
824;41;0.195;0.0;1.0;2.0;0.039;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
825;41;0.195;0.0;1.0;2.0;0.049;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;0
826;41;0.195;0.0;1.0;2.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
827;41;0.195;0.0;1.0;2.0;0.04;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
828;41;0.195;0.0;1.0;10.0;0.045;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;1
829;41;0.195;0.0;1.0;10.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
830;41;0.195;0.0;1.0;10.0;0.039;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
831;41;0.195;0.0;1.0;10.0;0.049;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;1
832;41;0.195;0.0;1.0;10.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
833;41;0.195;0.0;1.0;10.0;0.04;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
834;41;0.195;0.0;1.0;2.0;0.067;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;1
835;41;0.195;0.0;1.0;2.0;0.069;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
836;41;0.195;0.0;1.0;2.0;0.065;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
837;41;0.195;0.0;1.0;2.0;0.062;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;0
838;41;0.195;0.0;1.0;2.0;0.067;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
839;41;0.195;0.0;1.0;2.0;0.066;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
840;41;0.195;0.0;1.0;10.0;0.067;25.0;600.0;0.23;0.6;0.0;0.0;1.0;32.0;6;78.0;0.2;13;1
841;41;0.195;0.0;1.0;10.0;0.069;25.0;600.0;0.0;0.6;0.23;0.0;1.0;32.0;6;78.0;0.2;13;0
842;41;0.195;0.0;1.0;10.0;0.065;25.0;600.0;0.0;0.6;0.0;0.23;1.0;32.0;6;78.0;0.2;13;0
843;41;0.195;0.0;1.0;10.0;0.062;25.0;600.0;0.23;0.6;0.0;0.0;1.5;32.0;6;39.0;0.2;13;1
844;41;0.195;0.0;1.0;10.0;0.067;25.0;600.0;0.0;0.6;0.23;0.0;1.5;32.0;6;39.0;0.2;13;0
845;41;0.195;0.0;1.0;10.0;0.066;25.0;600.0;0.0;0.6;0.0;0.23;1.5;32.0;6;39.0;0.2;13;0
846;42;0.147;0.0;0.208;5.0;0.078;25.0;800.0;0.157;1.18;0.0;0.0;0.0;0.0;0;109.0;0.22;13;1
847;42;0.147;0.0;0.208;5.0;0.06;25.0;800.0;0.157;1.18;0.0;0.0;0.0;0.0;0;109.0;0.22;13;1
848;42;0.147;0.0;0.208;5.0;0.056;25.0;800.0;0.157;1.18;0.0;0.0;0.0;0.0;0;109.0;0.22;13;1
849;42;0.147;0.0;0.208;5.0;0.004;25.0;800.0;0.157;1.18;0.0;0.0;0.0;0.0;0;109.0;0.22;13;0
850;42;0.147;0.0;0.208;5.0;0.002;25.0;800.0;0.157;1.18;0.0;0.0;0.0;0.0;0;109.0;0.22;13;0
851;43;0.442;2.553;1.773;40.0;0.0;50.0;200.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0
852;43;0.442;2.553;1.773;40.0;0.0;50.0;400.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0
853;43;0.442;2.553;1.773;40.0;0.021;50.0;200.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0
854;43;0.442;2.553;1.773;40.0;0.021;50.0;400.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0
855;43;0.442;2.553;1.773;40.0;0.021;50.0;800.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;1
856;43;0.442;2.553;1.773;40.0;0.021;50.0;1000.0;0.0;16.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;1
857;44;0.171;0.0;1.264;2.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.0;0.0;0;156.0;0.2;13;1
858;44;0.171;0.0;1.264;2.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.5;33.0;12;156.0;0.2;13;0
859;44;0.171;0.0;1.264;2.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.0;33.0;12;156.0;0.2;13;0
860;44;0.171;0.0;1.264;2.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.5;33.0;12;156.0;0.2;13;0
861;44;0.171;0.0;1.264;2.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;2.0;33.0;12;156.0;0.2;13;0
862;44;0.171;0.0;1.264;5.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.0;0.0;0;156.0;0.2;13;1
863;44;0.171;0.0;1.264;5.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.5;33.0;12;156.0;0.2;13;0
864;44;0.171;0.0;1.264;5.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.0;33.0;12;156.0;0.2;13;0
865;44;0.171;0.0;1.264;5.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.5;33.0;12;156.0;0.2;13;0
866;44;0.171;0.0;1.264;5.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;2.0;33.0;12;156.0;0.2;13;0
867;44;0.171;0.0;1.264;15.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.0;0.0;0;156.0;0.2;13;1
868;44;0.171;0.0;1.264;15.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;0.5;33.0;12;156.0;0.2;13;0
869;44;0.171;0.0;1.264;15.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.0;33.0;12;156.0;0.2;13;0
870;44;0.171;0.0;1.264;15.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;1.5;33.0;12;156.0;0.2;13;0
871;44;0.171;0.0;1.264;15.0;0.001;50.0;600.0;0.144;2.0;0.0;0.0;2.0;33.0;12;156.0;0.2;13;0
872;45;0.5;3.566;1.531;66.0;0.051;145.0;678.0;0.0;16.0;0.0;0.229;0.0;0.0;0;0.0;0.0;0;1
873;45;0.5;3.949;1.531;66.0;0.055;145.0;678.0;0.0;16.0;0.0;0.229;0.0;0.0;0;0.0;0.0;0;1
874;46;0.375;2.875;1.6;66.0;0.039;75.0;200.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
875;46;0.375;2.875;1.6;66.0;0.039;75.0;400.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
876;46;0.375;2.875;1.6;66.0;0.039;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
877;46;0.375;2.875;1.6;66.0;0.039;75.0;539.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
878;46;0.375;2.875;1.6;66.0;0.039;75.0;600.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
879;46;0.375;2.875;1.6;66.0;0.039;75.0;678.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
880;47;0.52;2.959;2.014;8.0;0.026;75.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
881;47;0.52;2.959;2.014;8.0;0.026;75.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
882;47;0.52;2.959;2.014;8.0;0.02;75.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
883;47;0.52;2.959;2.014;8.0;0.02;75.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
884;47;0.52;2.959;2.014;8.0;0.0;75.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
885;47;0.52;2.959;2.014;8.0;0.0;75.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
886;47;0.52;2.959;2.014;8.0;0.032;50.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
887;47;0.52;2.959;2.014;8.0;0.032;50.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
888;47;0.52;2.959;2.014;8.0;0.026;50.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
889;47;0.52;2.959;2.014;8.0;0.026;50.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
890;47;0.52;2.959;2.014;8.0;0.0;50.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
891;47;0.52;2.959;2.014;8.0;0.0;50.0;600.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
892;47;0.25;1.185;1.218;8.0;0.015;75.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
893;47;0.25;1.185;1.218;8.0;0.015;75.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
894;47;0.25;1.185;1.218;8.0;0.01;75.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
895;47;0.25;1.185;1.218;8.0;0.01;75.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
896;47;0.25;1.185;1.218;8.0;0.0;75.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
897;47;0.25;1.185;1.218;8.0;0.0;75.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
898;47;0.25;1.185;1.218;8.0;0.027;50.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
899;47;0.25;1.185;1.218;8.0;0.027;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
900;47;0.25;1.185;1.218;8.0;0.022;50.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
901;47;0.25;1.185;1.218;8.0;0.022;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
902;47;0.25;1.185;1.218;8.0;0.0;50.0;300.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
903;47;0.25;1.185;1.218;8.0;0.0;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
